Batch,Mouse.ID,Strain,Day,Weight,Weight.Percent.Loss,Temperature,Temperature.Delta,RBC,Infected.,Parasitemia,Parasite.Density,Blood.Glucose
Cedric,C116,DO,25,22,0.134020619,37.2,0.7,5.428,Infected,,,
Cedric,C118,DO,25,24.9,0.064102564,38.5,1.2,6.1025,Infected,,,
Cedric,C119,DO,25,20.4,0.046153846,38.5,1.4,6.5735,Infected,,,
Cedric,C120,DO,25,21.1,0.159340659,39,1.2,6.238,Infected,,,
Cedric,C121,DO,25,20.7,0.143646409,36.8,-0.4,6.014,Infected,,,
Cedric,C122,DO,25,20.8,0.149171271,36.9,0.5,7.3215,Infected,,,
Cedric,C123,DO,25,20.7,0.029850746,38.1,0.3,5.2845,Infected,,,
Cedric,C124,DO,25,21.2,-0.013953488,38.8,1,5.082,Infected,,,
Cedric,C125,DO,25,22,0.00456621,39.9,-0.8,5.5995,Infected,,,
Cedric,C126,DO,25,19.6,-0.02970297,38.4,0.6,6.566,Infected,,,
Cedric,C127,DO,25,18.7,0.010810811,37.7,0.3,5.9305,Infected,,,
Cedric,C128,DO,25,20.1,-0.024271845,38.4,-0.1,5.5675,Infected,,,
Cedric,C129,DO,25,18.5,0.027777778,35.4,-1.6,5.9135,Infected,,,
Cedric,C130,DO,25,20.9,0.071794872,38.2,1.5,6.932,Infected,,,
Cedric,C131,DO,25,21.8,0.033175355,38,0.6,6.0065,Infected,,,
Cedric,C132,DO,25,22.4,0.098039216,37.3,-0.1,5.678,Infected,,,
Cedric,C133,DO,26,16.5,-0.035087719,37.8,0.5,5.8775,Infected,,,
Cedric,C134,DO,26,25.7,0.093617021,37.4,0.6,5.768,Infected,,,
Cedric,C135,DO,26,24.6,0.046808511,38.5,0.9,5.513,Infected,,,
Cedric,C136,DO,26,23.2,0.148514851,37.4,0,6.4815,Infected,,,
Cedric,C137,DO,26,26.5,0.137339056,38.8,3.6,5.273,Infected,,,
Cedric,C138,DO,26,26.7,0.038910506,38.1,0.7,5.666,Infected,,,
Cedric,C139,DO,26,21.1,0.019323671,37.6,1,4.3,Infected,,,
Cedric,C140,DO,26,22.9,-0.029661017,37.7,0.2,5.219,Infected,,,
Cedric,C141,DO,26,22.3,0.126262626,38.5,-0.1,6.2175,Infected,,,
Cedric,C142,DO,26,20.7,0.067010309,38.4,-0.2,5.929,Infected,,,
Cedric,C143,DO,26,22.3,0.077294686,37.3,0.1,5.843,Infected,,,
Cedric,C144,DO,26,18.9,0.092485549,37.9,0,6.799,Infected,,,
Cedric,C145,DO,26,22,0.083743842,38.1,0.6,6.7605,Infected,,,
Cedric,C146,DO,26,20.5,0.120218579,38,0.1,5.635,Infected,,,
Cedric,C147,DO,26,17.2,0.017751479,43.3,0.8,6.616,Infected,,,
Cedric,C148,DO,26,20.7,0.143646409,36.7,0,5.319,Infected,,,
Cedric,C149,DO,26,22.9,-0.004347826,37.7,-0.1,6.4445,Infected,,,
Cedric,C150,DO,26,22.2,0.104477612,38.2,0.8,6.479,Infected,,,
Cedric,C151,DO,26,22.6,0.061032864,37.5,0.3,6.99,Infected,,,
Cedric,C152,DO,26,26.9,0.130252101,37.8,0.7,7.3485,Infected,,,
Cedric,C153,DO,26,21.5,0.069651741,35.9,1.2,5.3665,Infected,,,
Cedric,C154,DO,26,26,0.106382979,35.8,-1.5,6.816,Infected,,,
Cedric,C155,DO,26,20.2,0.052083333,38.7,2.6,6.8785,Infected,,,
Cedric,C156,DO,26,18.3,0.022346369,37.8,1.3,7.4415,Infected,,,
Cedric,C157,DO,26,26,0.052631579,37.3,0.1,6.136,Infected,,,
Cedric,C158,DO,26,21.7,0.232954545,39.8,0.1,6.3215,Infected,,,
Cedric,C159,DO,26,22.6,0.170984456,38.4,0.4,6.424,Infected,,,
Cedric,C160,DO,26,19.1,0.067039106,38.3,0.8,6.7995,Infected,,,
Cedric,C161,DO,26,19.8,0.185628743,37.9,0.3,6.4335,Infected,,,
Cedric,C162,DO,26,21.8,0.197802198,37.4,0.6,6.717,Infected,,,
Cedric,C163,DO,26,27.1,0.092741935,37.9,1.3,6.1135,Infected,,,
Cedric,C164,DO,26,21,0.076923077,38.2,0.1,7.672,Infected,,,
Cedric,C165,DO,26,18.1,0.110429448,39,0.5,7.1995,Infected,,,
Cedric,C166,DO,26,19.7,0.04787234,36.6,1,6.679,Infected,,,
Cedric,C167,DO,26,22.8,0.096153846,35.8,0.4,7.248,Infected,,,
Dobby,D169,PWK/PhJ,0,13.3,0,38.4,0,5.92,Infected,0,0,
Dobby,D170,PWK/PhJ,0,13.2,0,37.9,0,6.7725,Infected,0,0,
Dobby,D171,PWK/PhJ,0,14.4,0,37.7,0,5.9385,Infected,0,0,
Dobby,D172,PWK/PhJ,0,13.9,0,38.2,0,6.291,Infected,0,0,
Dobby,D173,DO,0,19.2,0,37.5,0,6.0155,Infected,0,0,
Dobby,D174,DO,0,18.9,0,38,0,6.7445,Infected,0,0,
Dobby,D176,DO,0,22.3,0,37.9,0,7.1935,Infected,0,0,
Dobby,D177,DO,0,17.4,0,37.9,0,4.3435,Infected,0,0,
Dobby,D179,DO,0,22.7,0,38.2,0,7.373,Infected,0,0,
Dobby,D180,DO,0,18.9,0,36.6,0,6.3805,Infected,0,0,
Dobby,D181,DO,0,22.4,0,36,0,7.9295,Infected,0,0,
Dobby,D182,DO,0,19.8,0,35.7,0,6.391,Infected,0,0,
Dobby,D183,DO,0,19.2,0,37.6,0,5.713,Infected,0,0,
Dobby,D184,DO,0,17.7,0,37.7,0,6.8185,Infected,0,0,
Dobby,D185,DO,0,18.6,0,37.7,0,6.3115,Infected,0,0,
Dobby,D186,DO,0,18.3,0,37.6,0,7.3695,Infected,0,0,
Dobby,D188,DO,0,23.7,0,38.5,0,7.251,Infected,0,0,
Dobby,D189,DO,0,21.4,0,37.9,0,7.267,Infected,0,0,
Dobby,D190,DO,0,23,0,37.2,0,6.8095,Infected,0,0,
Dobby,D191,DO,0,20.1,0,38.1,0,5.4325,Infected,0,0,
Dobby,D192,DO,0,17.6,0,37.2,0,7.274,Infected,0,0,
Dobby,D193,DO,0,20.9,0,37.8,0,6.678,Infected,0,0,
Dobby,D195,DO,0,17.1,0,38.5,0,6.705,Infected,0,0,
Dobby,D196,DO,0,19.1,0,37.9,0,6.674,Infected,0,0,
Dobby,D197,DO,0,19.1,0,38.3,0,8.632,Infected,0,0,
Dobby,D198,DO,0,19.5,0,38,0,7.2915,Infected,0,0,
Dobby,D200,DO,0,18.7,0,37.7,0,6.83,Infected,0,0,
Dobby,D201,DO,0,19.8,0,36.8,0,7.301,Infected,0,0,
Dobby,D202,DO,0,20.1,0,39.5,0,7.9365,Infected,0,0,
Dobby,D204,DO,0,20.2,0,37.8,0,7.316,Infected,0,0,
Dobby,D205,DO,0,20.2,0,37.6,0,6.5945,Infected,0,0,
Dobby,D206,DO,0,27.3,0,38.8,0,7.9375,Infected,0,0,
Dobby,D207,DO,0,19.3,0,37.1,0,6.649,Infected,0,0,
Dobby,D208,DO,0,21.1,0,37.9,0,7.2015,Infected,0,0,
Dobby,D209,DO,0,19.7,0,37.9,0,7.256,Infected,0,0,
Dobby,D210,DO,0,21.2,0,37,0,1.3245,Infected,0,0,
Dobby,D211,DO,0,18.8,0,38.6,0,7.959,Infected,0,0,
Dobby,D212,DO,0,19.4,0,37.9,0,7.3665,Infected,0,0,
Dobby,D213,DO,0,25.4,0,37.5,0,7.996,Infected,0,0,
Dobby,D214,DO,0,16.4,0,38.2,0,6.6315,Infected,0,0,
Dobby,D215,DO,0,20.4,0,35.9,0,7.2825,Infected,0,0,
Dobby,D217,DO,0,19.4,0,38.1,0,7.3165,Infected,0,0,
Dobby,D218,DO,0,22.5,0,37.6,0,8.4715,Infected,0,0,
Dobby,D219,DO,0,24.2,0,38.4,0,8.3905,Infected,0,0,
Dobby,D221,DO,0,21.5,0,37.9,0,7.864,Infected,0,0,
Dobby,D222,DO,0,20,0,38.6,0,7.144,Infected,0,0,
Dobby,D223,DO,0,23.7,0,37,0,8.691,Infected,0,0,
Dobby,D224,DO,0,19.1,0,37.8,0,7.297,Infected,0,0,
Dobby,D225,DO,0,21.4,0,37.4,0,7.7485,Infected,0,0,
Dobby,D226,DO,0,20.2,0,36.9,0,8.666,Infected,0,0,
Dobby,D227,DO,0,18.7,0,38.3,0,7.9665,Infected,0,0,
Dobby,D229,DO,0,19.8,0,37,0,7.2605,Infected,0,0,
Dobby,D230,DO,0,19.3,0,38.1,0,7.2125,Infected,0,0,
Dobby,D231,DO,0,16.2,0,38.5,0,8.4985,Infected,0,0,
Dobby,D232,DO,0,21.2,0,37.4,0,7.864,Infected,0,0,
Dobby,D233,DO,0,21.7,0,37.7,0,8.616,Infected,0,0,
Dobby,D234,DO,0,27.4,0,38.4,0,8.573,Infected,0,0,
Dobby,D235,DO,0,20,0,37.3,0,7.9485,Infected,0,0,
Dobby,D236,DO,0,22.2,0,37.8,0,8.6325,Infected,0,0,
Dobby,D237,DO,0,17.9,0,37.8,0,6.768,Infected,0,0,
Dobby,D238,DO,0,23.7,0,37.9,0,8.509,Infected,0,0,
Dobby,D239,DO,0,24.2,0,37.6,0,8.6025,Infected,0,0,
Dobby,D240,DO,0,20.7,0,36.2,0,7.0425,Infected,0,0,
Dobby,D241,DO,0,22.8,0,36.8,0,8.6825,Infected,0,0,
Dobby,D242,DO,0,24.5,0,37.8,0,8.5445,Infected,0,0,
Dobby,D243,DO,0,15.4,0,38.3,0,6.6545,Infected,0,0,
Dobby,D245,DO,0,24.8,0,37.6,0,7.748,Infected,0,0,
Dobby,D246,DO,0,19.7,0,37.6,0,7.7185,Infected,0,0,
Dobby,D247,DO,0,18.9,0,37.5,0,8.4155,Infected,0,0,
Dobby,D169,PWK/PhJ,5,14.1,0.060150376,39,0.6,8.2535,Infected,0.1066,879823.1,
Dobby,D170,PWK/PhJ,5,14.5,0.098484848,37.3,-0.6,7.4765,Infected,0.046,343919,
Dobby,D171,PWK/PhJ,5,15.2,0.055555556,37.5,-0.2,7.422,Infected,0.087,645714,
Dobby,D172,PWK/PhJ,5,14.7,0.057553957,38.3,0.1,6.9875,Infected,0.0688,480740,
Dobby,D173,DO,5,20.4,0.0625,38.2,0.7,8.093,Infected,0.1269,1027001.7,
Dobby,D174,DO,5,19.6,0.037037037,36.6,-1.4,8.8195,Infected,0,0,
Dobby,D176,DO,5,22.4,0.004484305,38.3,0.4,8.077,Infected,0.0576,465235.2,
Dobby,D177,DO,5,17.9,0.028735632,38.4,0.5,6.7585,Infected,0,0,
Dobby,D179,DO,5,23.4,0.030837004,38.5,0.3,8.0465,Infected,0.0246,197943.9,
Dobby,D180,DO,5,20.2,0.068783069,37.6,1,8.1125,Infected,0.0483,391833.75,
Dobby,D181,DO,5,22.5,0.004464286,37.5,1.5,9.0635,Infected,0.0227,205741.45,
Dobby,D182,DO,5,20.1,0.015151515,36,0.3,6.861,Infected,0.1027,704624.7,
Dobby,D183,DO,5,20.5,0.067708333,37.6,0,2.955,Infected,0,0,
Dobby,D184,DO,5,17.3,-0.02259887,38.1,0.4,8.9175,Infected,0,0,
Dobby,D185,DO,5,18.2,-0.021505376,37.4,-0.3,7.2515,Infected,0,0,
Dobby,D186,DO,5,19.9,0.087431694,37.4,-0.2,7.3665,Infected,0.0349,257090.85,
Dobby,D188,DO,5,24.6,0.037974684,38.1,-0.4,8.2375,Infected,0.0185,152393.75,
Dobby,D189,DO,5,22.7,0.060747664,38,0.1,8.1735,Infected,0.0684,559067.4,
Dobby,D190,DO,5,24,0.043478261,36.6,-0.6,7.439,Infected,0.059,438901,
Dobby,D191,DO,5,22.1,0.099502488,39.2,1.1,7.629,Infected,0.0889,678218.1,
Dobby,D192,DO,5,17.8,0.011363636,38.1,0.9,8.0175,Infected,0.0743,595700.25,
Dobby,D193,DO,5,22.4,0.071770335,37.8,0,6.757,Infected,0.0035,23649.5,
Dobby,D195,DO,5,17.9,0.046783626,38.1,-0.4,7.156,Infected,0.0952,681251.2,
Dobby,D196,DO,5,20.2,0.057591623,37.4,-0.5,7.5695,Infected,0.069,522295.5,
Dobby,D197,DO,5,20,0.047120419,39.1,0.8,9.6685,Infected,0,0,
Dobby,D198,DO,5,21.2,0.087179487,37.5,-0.5,8.33,Infected,0.1044,869652,
Dobby,D200,DO,5,19.3,0.032085561,37.4,-0.3,7.6005,Infected,0.1167,886978.35,
Dobby,D201,DO,5,21.1,0.065656566,37,0.2,8.1675,Infected,0.0432,352836,
Dobby,D202,DO,5,20.9,0.039800995,38.6,-0.9,10.0155,Infected,0.0553,553857.15,
Dobby,D204,DO,5,22.2,0.099009901,37.1,-0.7,7.806,Infected,0,0,
Dobby,D205,DO,5,21.3,0.054455446,37.1,-0.5,6.8455,Infected,0,0,
Dobby,D206,DO,5,28,0.025641026,38.2,-0.6,8.845,Infected,0,0,
Dobby,D207,DO,5,20.4,0.056994819,38.4,1.3,6.656,Infected,0,0,
Dobby,D208,DO,5,22.2,0.052132701,38.7,0.8,7.9105,Infected,0.0705,557690.25,
Dobby,D209,DO,5,20.5,0.040609137,37.5,-0.4,8.1675,Infected,0.0374,305464.5,
Dobby,D210,DO,5,23,0.08490566,37.8,0.8,6.383,Infected,0.0091,58085.3,
Dobby,D211,DO,5,19.1,0.015957447,38.9,0.3,8.8625,Infected,0.0657,582266.25,
Dobby,D212,DO,5,21,0.082474227,37.7,-0.2,8.176,Infected,0.0696,569049.6,
Dobby,D213,DO,5,25.5,0.003937008,36.7,-0.8,8.922,Infected,0,0,
Dobby,D214,DO,5,18,0.097560976,38.3,0.1,8.174,Infected,0.1132,925296.8,
Dobby,D215,DO,5,20.9,0.024509804,37.8,1.9,8.082,Infected,0.049,396018,
Dobby,D217,DO,5,20.5,0.056701031,37.6,-0.5,8.995,Infected,0,0,
Dobby,D218,DO,5,22.7,0.008888889,36.2,-1.4,8.193,Infected,0.0793,649704.9,
Dobby,D219,DO,5,25,0.033057851,36.5,-1.9,10.0995,Infected,0.021,212089.5,
Dobby,D221,DO,5,22.6,0.051162791,37.7,-0.2,8.8945,Infected,0.0676,601268.2,
Dobby,D222,DO,5,21.2,0.06,38.5,-0.1,8.853,Infected,0.0617,546230.1,
Dobby,D223,DO,5,24.1,0.016877637,38.5,1.5,10.316,Infected,0.0365,376534,
Dobby,D224,DO,5,19.5,0.020942408,36.7,-1.1,8.83,Infected,0.0256,226048,
Dobby,D225,DO,5,22.1,0.03271028,36.5,-0.9,7.0495,Infected,0,0,
Dobby,D226,DO,5,19,-0.059405941,37.1,0.2,8.9785,Infected,0,0,
Dobby,D227,DO,5,18.6,-0.005347594,38.6,0.3,8.094,Infected,0,0,
Dobby,D229,DO,5,21.1,0.065656566,36.9,-0.1,8.3915,Infected,0.0914,766983.1,
Dobby,D230,DO,5,19.9,0.031088083,38.2,0.1,7.642,Infected,0.1132,865074.4,
Dobby,D231,DO,5,17.7,0.092592593,38.1,-0.4,8.9745,Infected,0.1093,980912.85,
Dobby,D232,DO,5,21.9,0.033018868,38.5,1.1,9.123,Infected,0.0805,734401.5,
Dobby,D233,DO,5,23,0.059907834,37.6,-0.1,9.0975,Infected,0.0558,507640.5,
Dobby,D234,DO,5,28,0.02189781,38.2,-0.2,9.01,Infected,0.01535,138303.5,
Dobby,D235,DO,5,21.3,0.065,37.5,0.2,8.056,Infected,0,0,
Dobby,D236,DO,5,24.2,0.09009009,35.2,-2.6,8.7155,Infected,0,0,
Dobby,D237,DO,5,19.2,0.072625698,37.6,-0.2,8.19,Infected,0.1016,832104,
Dobby,D238,DO,5,24.6,0.037974684,38,0.1,9.21,Infected,0.0584,537864,
Dobby,D239,DO,5,21.8,-0.099173554,37.8,0.2,9.2125,Infected,0.0748,689095,
Dobby,D240,DO,5,22,0.062801932,37.5,1.3,7.8375,Infected,0.041,321337.5,
Dobby,D241,DO,5,23.4,0.026315789,37.2,0.4,9.0315,Infected,0.0995,898634.25,
Dobby,D242,DO,5,25.4,0.036734694,37.7,-0.1,8.271,Infected,0.0772,638521.2,
Dobby,D243,DO,5,16.4,0.064935065,36.6,-1.7,7.2105,Infected,0.0378,272556.9,
Dobby,D245,DO,5,26.5,0.068548387,37.5,-0.1,7.315,Infected,0,0,
Dobby,D246,DO,5,21.4,0.086294416,36.8,-0.8,8.7785,Infected,0,0,
Dobby,D247,DO,5,19.6,0.037037037,38.2,0.7,8.713,Infected,0.0673,586384.9,
Dobby,D169,PWK/PhJ,6,13.2,-0.007518797,37.1,-1.3,8.5005,Infected,0.363,3085681.5,
Dobby,D170,PWK/PhJ,6,13.7,0.037878788,39,1.1,9.3125,Infected,0.2008,1869950,
Dobby,D171,PWK/PhJ,6,14.4,0,37.8,0.1,8.4015,Infected,0.3225,2709483.75,
Dobby,D172,PWK/PhJ,6,13.8,-0.007194245,37.6,-0.6,7.713,Infected,0.3096,2387944.8,
Dobby,D173,DO,6,20.3,0.057291667,36.5,-1,6.022,Infected,0.318,1914996,
Dobby,D174,DO,6,19,0.005291005,36.8,-1.2,8.5285,Infected,0,0,
Dobby,D176,DO,6,22.2,-0.004484305,37.7,-0.2,8.3125,Infected,0.1516,1260175,
Dobby,D177,DO,6,17.6,0.011494253,38.4,0.5,6.779,Infected,0,0,
Dobby,D179,DO,6,23,0.013215859,38.8,0.6,9.0815,Infected,0.0507,460432.05,
Dobby,D180,DO,6,19.4,0.026455026,36.4,-0.2,8.3955,Infected,0.1208,1014176.4,
Dobby,D181,DO,6,21.8,-0.026785714,38.6,2.6,8.6095,Infected,0.0773,665514.35,
Dobby,D182,DO,6,19.6,-0.01010101,36.3,0.6,7.1165,Infected,0.1996,1420453.4,
Dobby,D183,DO,6,19.4,0.010416667,37.4,-0.2,3.709,Infected,0,0,
Dobby,D184,DO,6,17.3,-0.02259887,37.9,0.2,8.9515,Infected,0,0,
Dobby,D185,DO,6,18.5,-0.005376344,37.3,-0.4,7.7915,Infected,0,0,
Dobby,D186,DO,6,20.2,0.103825137,37.8,0.2,7.792,Infected,0.1567,1221006.4,
Dobby,D188,DO,6,24,0.012658228,37.5,-1,7.557,Infected,0.1276,964273.2,
Dobby,D189,DO,6,22.3,0.042056075,36.1,-1.8,7.7595,Infected,0.1896,1471201.2,
Dobby,D190,DO,6,23.7,0.030434783,35.9,-1.3,5.7415,Infected,0.1695,973184.25,
Dobby,D191,DO,6,21.1,0.049751244,37.3,-0.8,5.7015,Infected,0.2438,1390025.7,
Dobby,D192,DO,6,17.6,0,37.7,0.5,6.9265,Infected,0.2464,1706689.6,
Dobby,D193,DO,6,21.9,0.04784689,38.1,0.3,7.3175,Infected,0.0117,85614.75,
Dobby,D195,DO,6,18,0.052631579,38.3,-0.2,6.4515,Infected,0.279,1799968.5,
Dobby,D196,DO,6,20.4,0.068062827,36.8,-1.1,6.593,Infected,0.2565,1691104.5,
Dobby,D197,DO,6,19.8,0.036649215,36.5,-1.8,8.7105,Infected,0,0,
Dobby,D198,DO,6,20.5,0.051282051,37.7,-0.3,6.6885,Infected,0.3836,2565708.6,
Dobby,D200,DO,6,19.3,0.032085561,38.6,0.9,6.0445,Infected,0.3598,2174811.1,
Dobby,D201,DO,6,21,0.060606061,36.5,-0.3,7.612,Infected,0.1769,1346562.8,
Dobby,D202,DO,6,20.6,0.024875622,38.8,-0.7,9.1845,Infected,0.2031,1865371.95,
Dobby,D204,DO,6,22.2,0.099009901,37.5,-0.3,8.752,Infected,0,0,
Dobby,D205,DO,6,20.6,0.01980198,37.3,-0.3,9.4305,Infected,0,0,
Dobby,D206,DO,6,28,0.025641026,38.3,-0.5,9.7895,Infected,0,0,
Dobby,D207,DO,6,19.7,0.020725389,37.5,0.4,7.619,Infected,0,0,
Dobby,D208,DO,6,22.2,0.052132701,37.8,-0.1,7.5185,Infected,0.2114,1589410.9,
Dobby,D209,DO,6,20.6,0.045685279,37.5,-0.4,7.481,Infected,0.0874,653839.4,
Dobby,D210,DO,6,22.2,0.047169811,38.6,1.6,6.0105,Infected,0.0493,296317.65,
Dobby,D211,DO,6,19.4,0.031914894,38.9,0.3,8.293,Infected,0.1917,1589768.1,
Dobby,D212,DO,6,21,0.082474227,37.4,-0.5,8.206,Infected,0.1924,1578834.4,
Dobby,D213,DO,6,25.6,0.007874016,38.2,0.7,8.7565,Infected,0,0,
Dobby,D214,DO,6,18.1,0.103658537,36.5,-1.7,5.9825,Infected,0.2766,1654759.5,
Dobby,D215,DO,6,20.9,0.024509804,37.2,1.3,7.787,Infected,0.1489,1159484.3,
Dobby,D217,DO,6,20.9,0.077319588,38.1,0,8.2295,Infected,0.0056,46085.2,
Dobby,D218,DO,6,22.9,0.017777778,37.6,0,8.4925,Infected,0.1739,1476845.75,
Dobby,D219,DO,6,24.7,0.020661157,36.9,-1.5,9.272,Infected,0.0895,829844,
Dobby,D221,DO,6,22.7,0.055813953,35.3,-2.6,8.2785,Infected,0.1721,1424729.85,
Dobby,D222,DO,6,22,0.1,38.5,-0.1,7.7685,Infected,0.2599,2019033.15,
Dobby,D223,DO,6,23.9,0.008438819,38,1,8.6905,Infected,0.1377,1196681.85,
Dobby,D224,DO,6,19.6,0.02617801,38,0.2,9.1985,Infected,0.0919,845342.15,
Dobby,D225,DO,6,22,0.028037383,36.8,-0.6,8.3515,Infected,0,0,
Dobby,D226,DO,6,18.8,-0.069306931,37.4,0.5,8.909,Infected,0,0,
Dobby,D227,DO,6,18.5,-0.010695187,38.7,0.4,8.9525,Infected,0,0,
Dobby,D229,DO,6,20.6,0.04040404,37.9,0.9,6.8305,Infected,0.1517,1036186.85,
Dobby,D230,DO,6,20.8,0.077720207,37.9,-0.2,5.8655,Infected,0.2992,1754957.6,
Dobby,D231,DO,6,18.1,0.117283951,38.5,0,7.568,Infected,0.298,2255264,
Dobby,D232,DO,6,21.5,0.014150943,38.9,1.5,7.861,Infected,0.1421,1117048.1,
Dobby,D233,DO,6,23.3,0.073732719,37.1,-0.6,8.311,Infected,0.1937,1609840.7,
Dobby,D234,DO,6,28.1,0.025547445,36.2,-2.2,10.191,Infected,0.0375,382162.5,
Dobby,D235,DO,6,20.4,0.02,38.7,1.4,8.236,Infected,0,0,
Dobby,D236,DO,6,23.8,0.072072072,37.3,-0.5,9.0215,Infected,0,0,
Dobby,D237,DO,6,19.3,0.078212291,38.1,0.3,7.1365,Infected,0.2756,1966819.4,
Dobby,D238,DO,6,24.4,0.029535865,37.5,-0.4,6.7085,Infected,0.1855,1244426.75,
Dobby,D239,DO,6,22.3,-0.078512397,38.4,0.8,7.98,Infected,0.1333,1063734,
Dobby,D240,DO,6,22,0.062801932,37.7,1.5,7.5185,Infected,0.1166,876657.1,
Dobby,D241,DO,6,23.8,0.043859649,37.1,0.3,6.9855,Infected,0.3558,2485440.9,
Dobby,D242,DO,6,25,0.020408163,38.5,0.7,7.6765,Infected,0.2064,1584429.6,
Dobby,D243,DO,6,16.5,0.071428571,38.4,0.1,7.1775,Infected,0.101,724927.5,
Dobby,D245,DO,6,26.4,0.064516129,37,-0.6,6.467,Infected,0,0,
Dobby,D246,DO,6,21.5,0.091370558,38.4,0.8,8.9615,Infected,0,0,
Dobby,D247,DO,6,19.7,0.042328042,38.4,0.9,7.779,Infected,0.1965,1528573.5,
Dobby,D169,PWK/PhJ,7,12.4,-0.067669173,36.4,-2,3.2265,Infected,0.6325,2040761.25,
Dobby,D170,PWK/PhJ,7,13.2,0,38.9,1,6.1965,Infected,0.4393,2722122.45,
Dobby,D171,PWK/PhJ,7,13.8,-0.041666667,36.3,-1.4,3.9655,Infected,0.5996,2377713.8,
Dobby,D172,PWK/PhJ,7,12.5,-0.100719424,37.5,-0.7,3.96,Infected,0.6104,2417184,
Dobby,D173,DO,7,19.6,0.020833333,34.8,-2.7,3.568,Infected,0.4129,1473227.2,
Dobby,D174,DO,7,19.7,0.042328042,37.1,-0.9,8.726,Infected,0,0,
Dobby,D176,DO,7,22.2,-0.004484305,38.3,0.4,5.601,Infected,0.2809,1573320.9,
Dobby,D177,DO,7,18.1,0.040229885,37.8,-0.1,6.8445,Infected,0,0,
Dobby,D179,DO,7,23.3,0.026431718,37.6,-0.6,7.431,Infected,0.1643,1220913.3,
Dobby,D180,DO,7,19.1,0.010582011,37.4,0.8,7.2385,Infected,0.1841,1332607.85,
Dobby,D181,DO,7,22.2,-0.008928571,38.4,2.4,6.764,Infected,0.1715,1160026,
Dobby,D182,DO,7,19,-0.04040404,35,-0.7,3.8145,Infected,0.3724,1420519.8,
Dobby,D183,DO,7,19.4,0.010416667,38.4,0.8,4.3225,Infected,0,0,
Dobby,D184,DO,7,15.8,-0.107344633,38.1,0.4,9.0285,Infected,0,0,
Dobby,D185,DO,7,20,0.075268817,37.3,-0.4,7.8155,Infected,0,0,
Dobby,D186,DO,7,20.5,0.120218579,37.6,0,6.169,Infected,0.2778,1713748.2,
Dobby,D188,DO,7,23.7,0,38.3,-0.2,5.6565,Infected,0.2243,1268752.95,
Dobby,D189,DO,7,23.4,0.093457944,37.4,-0.5,5.093,Infected,0.332,1690876,
Dobby,D190,DO,7,23.4,0.017391304,35.8,-1.4,3.817,Infected,0.2574,982495.8,
Dobby,D191,DO,7,20.2,0.004975124,34.1,-4,3.3935,Infected,0.3047,1033999.45,
Dobby,D192,DO,7,16.2,-0.079545455,32.2,-5,4.542,Infected,0.3327,1511123.4,
Dobby,D193,DO,7,20.9,0,37.6,-0.2,6.434,Infected,0.0703,452310.2,
Dobby,D195,DO,7,17,-0.005847953,35.9,-2.6,3.6885,Infected,0.1831,675364.35,
Dobby,D196,DO,7,20.3,0.062827225,37,-0.9,3.616,Infected,0.4215,1524144,
Dobby,D197,DO,7,18.3,-0.041884817,38.8,0.5,8.662,Infected,0,0,
Dobby,D198,DO,7,19.9,0.020512821,36.4,-1.6,3.7705,Infected,0.3901,1470872.05,
Dobby,D200,DO,7,18.2,-0.026737968,35.8,-1.9,3.413,Infected,0.4694,1602062.2,
Dobby,D201,DO,7,20.8,0.050505051,37,0.2,5.7385,Infected,0.3058,1754833.3,
Dobby,D202,DO,7,20.8,0.034825871,38.4,-1.1,6.467,Infected,0.2557,1653611.9,
Dobby,D204,DO,7,22,0.089108911,36.9,-0.9,7.9395,Infected,0,0,
Dobby,D205,DO,7,20.7,0.024752475,36.7,-0.9,9.371,Infected,0,0,
Dobby,D206,DO,7,27.9,0.021978022,36.6,-2.2,8.71,Infected,0,0,
Dobby,D207,DO,7,19.9,0.031088083,37.9,0.8,7.4965,Infected,0,0,
Dobby,D208,DO,7,21.2,0.004739336,37,-0.9,5.104,Infected,0.3352,1710860.8,
Dobby,D209,DO,7,20.4,0.035532995,37.8,-0.1,6.004,Infected,0.1983,1190593.2,
Dobby,D210,DO,7,22.9,0.080188679,37.8,0.8,4.134,Infected,0.0761,314597.4,
Dobby,D211,DO,7,19,0.010638298,38,-0.6,5.312,Infected,0.2889,1534636.8,
Dobby,D212,DO,7,20.7,0.067010309,37.3,-0.6,4.699,Infected,0.3397,1596250.3,
Dobby,D213,DO,7,24.2,-0.047244094,38.2,0.7,9.636,Infected,0,0,
Dobby,D214,DO,7,17.2,0.048780488,33.8,-4.4,3.151,Infected,0.3455,1088670.5,
Dobby,D215,DO,7,20,-0.019607843,36.8,0.9,4.6,Infected,0.2638,1213480,
Dobby,D217,DO,7,19.1,-0.015463918,38.8,0.7,9.015,Infected,0.0313,282169.5,
Dobby,D218,DO,7,22.1,-0.017777778,37.4,-0.2,5.3065,Infected,0.3093,1641300.45,
Dobby,D219,DO,7,24.7,0.020661157,37.6,-0.8,7.8185,Infected,0.161,1258778.5,
Dobby,D221,DO,7,21.9,0.018604651,36.8,-1.1,5.359,Infected,0.3676,1969968.4,
Dobby,D222,DO,7,21.4,0.07,37.5,-1.1,4.8865,Infected,0.3272,1598862.8,
